geom,Num_Occupants,Num_MotorVehicles,Fatalities_calc,SuspectedSeriousInjury_calc,NonMotorist_calc,Aggregated_Non_Motorist_txt,CityTownship,CountyNameTxt,Region,Zipcode_txtCARTO,TribalLand_txtCARTO,InjuryLevel,ExceedingSpeedLimitInd_boolCARTO,Seatbelt_boolCARTO,DistractedDrivingCde_boolCARTO,AlcoholSuspectedCde_txtCARTO,DrugSuspectedCde_txtCARTO,WeatherCde_txtCARTO,SurfaceConditionCde_txtCARTO,RdwyTypeCde_txtCARTO,RelativeLocIntersectCde,PostedSpeedNbr_binCARTO,WorkZoneInd_txtCARTO,DateOfIncident,AgencyIdNbr_txtCARTO,Injuries_calc,LatDec,LongDec,RdwyNameTxt,LocalCodeTxt,doi_date,doi_time,doi_dow_txtCARTO,HitAndRunInd_txtCARTO,VehicleMakeModelYearTxt_list,VehicleTypeCde_txtCARTO_list,doi_hour_txtCARTO,CrashType,CrashDetail
POINT(-93.42091115 45.03318745),2,2,0,0,0,Motorist Only,PLYMOUTH,HENNEPIN,Metro,55442,Not on Tribal Land,Possible Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,41 - 55 MPH,No,2025-08-30 17:26:00,Plymouth Police Dept,2,45.033187450000007,-93.42091115,ZACHARY LN,25034598,"August 30, 2025",05:26:00 PM,Saturday,"No, Did not Leave Scene","2023 CHEVROLET TRAVERSE, 2025 MAZDA CX-5","Sport Utility Vehicle, Sport Utility Vehicle",5:00 PM - 5:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.50979704 45.25022795),3,2,0,0,0,Motorist Only,RAMSEY,ANOKA,Metro,55303,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Four-Way Intersection,56 - 70 MPH,No,2025-08-30 21:37:00,Ramsey Police Dept,0,45.25022795,-93.50979704,ALPINE DR NW,25192880,"August 30, 2025",09:37:00 PM,Saturday,"No, Did not Leave Scene","2015 TOYOTA PRIUS, 2006 FORD TAURUS","Passenger Car, Passenger Car",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.32948392 45.03685147),2,2,0,0,0,Motorist Only,ROBBINSDALE,HENNEPIN,Metro,55422,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,T Intersection,31 - 40 MPH,No,2025-08-30 12:07:00,Robbinsdale Police Dept,0,45.03685147,-93.32948392,FRANCE AVE N,25010455,"August 30, 2025",12:07:00 PM,Saturday,"No, Did not Leave Scene","2025 CHEVROLET EQUINOX, 2007 LEXUS GX","Passenger Car, Sport Utility Vehicle",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.19332986 45.55863891),1,1,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56303,Not on Tribal Land,No Apparent Injury,No,Yes,No,Yes,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",21 - 30 MPH,No,2025-08-30 05:05:00,St Cloud Police Dept,0,45.55863891,-94.19332986,3RD ST N,25033875,"August 30, 2025",05:05:00 AM,Saturday,"No, Did not Leave Scene",2004 FORD MUSTANG,Passenger Car,5:00 AM - 5:59 AM,Collision w/ Fixed Object,Light Pole/Utility Pole
POINT(-94.19308524 45.5532953),1,2,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56301,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Municipal State Aid Street - MSAS,Intersection Related,21 - 30 MPH,No,2025-08-30 15:28:00,St Cloud Police Dept,0,45.553295300000009,-94.19308524,29TH AVE N,25033913,"August 30, 2025",03:28:00 PM,Saturday,"Yes, Driver or Car and Driver Left Scene","2017 DODGE GRAND CARAVAN, 2011 BMW 328","Passenger Car, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.13412516 44.98464449),1,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55117,Not on Tribal Land,No Apparent Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,Municipal State Aid Street - MSAS,"Not at Intersection, Interchange or Junction",,No,2025-08-30 21:15:00,St Paul Police Dept,0,44.98464449,-93.13412516,W ARLINGTON AVE,2515805,"August 30, 2025",09:15:00 PM,Saturday,"Yes, Driver or Car and Driver Left Scene","2000 HONDA ACCORD, 1996 JEEP (POST 1988) CHEROKEE","Passenger Car, Passenger Car",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.31730695 45.21846658),2,2,0,0,0,Motorist Only,ANDOVER,ANOKA,Metro,55304,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,No Input,"Not at Intersection, Interchange or Junction",,No,2025-08-30 18:42:00,Anoka County Sheriff,0,45.21846658,-93.31730695,-- NOT ON ROADWAY --,25192702,"August 30, 2025",06:42:00 PM,Saturday,"No, Did not Leave Scene","2014 TOYOTA RAV4, 2025 HONDA HR-V","Sport Utility Vehicle, Sport Utility Vehicle",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.80396685 45.75890786),1,1,0,0,0,Motorist Only,GRANITE LEDGE,BENTON,East Central,56357,Not on Tribal Land,Possible Injury,No,Unknown,No,No,No,Clear,Mud/Dirt/Gravel,No Input,"Not at Intersection, Interchange or Junction",,No,2025-08-30 18:49:00,Benton County Sheriff,1,45.75890786,-93.80396685,-- NOT ON ROADWAY --,25009107,"August 30, 2025",06:49:00 PM,Saturday,"No, Did not Leave Scene",2023 KAWASAKI KLX300,OHM (Dual Registered Off Highway Motorcycle),6:00 PM - 6:59 PM,Collision w/ Fixed Object,Ditch
POINT(-93.98975826 45.9756586),2,1,0,1,0,Motorist Only,HILLMAN,MORRISON,East Central,56364,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,No,Yes,No,Clear,Mud/Dirt/Gravel,No Input,"Not at Intersection, Interchange or Junction",,No,2025-08-30 18:52:00,Morrison County Sheriff,2,45.9756586,-93.98975826,-- NOT ON ROADWAY --,25007274,"August 30, 2025",06:52:00 PM,Saturday,"No, Did not Leave Scene",2023 CAN-AM DEFENDER,ORV (Off Road Vehicle),6:00 PM - 6:59 PM,Non-Collision,Overturn/Rollover
POINT(-93.43531507 45.09092253),2,2,0,0,0,Motorist Only,MAPLE GROVE,HENNEPIN,Metro,55369,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Private Road Open to Public,Four-Way Intersection,21 - 30 MPH,No,2025-08-30 16:25:00,Maple Grove Police Dept,0,45.09092253,-93.43531507,SHOPS AT ARBOR LAKES CIR,25010998,"August 30, 2025",04:25:00 PM,Saturday,"No, Did not Leave Scene","2012 HONDA CIVIC, 2008 CHEVROLET COBALT","Passenger Car, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.29349518 44.97384584),3,1,0,0,1,Pedestrian,MINNEAPOLIS,HENNEPIN,Metro,55403,Not on Tribal Land,Possible Injury,No,Not Completely,No,No,No,Clear,Dry,Ramp or Connector,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-30 07:45:00,MN State Patrol District 2500 - Golden Valley,1,44.973845839999996,-93.29349518,394WB AT DUNWOODY,25510835,"August 30, 2025",07:45:00 AM,Saturday,"No, Did not Leave Scene",2001 CHEVROLET ASTRO,"Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver)",7:00 AM - 7:59 AM,Collision w/ Non-Fixed Object,Pedestrian
POINT(-94.91071701 47.49570856),2,2,0,0,0,Motorist Only,BEMIDJI,BELTRAMI,Northwest,56601,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,,No,2025-08-30 19:25:00,MN State Patrol District 3200 - Thief River Falls,0,47.49570856,-94.91071701,PAUL BUNYAN DR NW,25321428,"August 30, 2025",07:25:00 PM,Saturday,"No, Did not Leave Scene","2015 FORD ESCAPE, 2018 CHEVROLET CRUZE","Passenger Car, Passenger Car",7:00 PM - 7:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.86472062 47.46028109),3,3,0,1,0,Motorist Only,BEMIDJI,BELTRAMI,Northwest,56601,Not on Tribal Land,Suspected Serious Injury,Yes,Not Completely,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,Intersection Related,31 - 40 MPH,No,2025-08-30 14:04:00,Bemidji Police Dept,2,47.460281090000009,-94.86472062,PAUL BUNYAN DR S,25016300,"August 30, 2025",02:04:00 PM,Saturday,"No, Did not Leave Scene","2020 CHEVROLET SILVERADO, 2025 CHEVROLET BLAZER, 2004 CHEVROLET SILVERADO","Passenger Car, Passenger Car, Passenger Car",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.78908157 45.3101187),3,2,0,0,0,Motorist Only,BIG LAKE,SHERBURNE,East Central,55309,Not on Tribal Land,No Apparent Injury,No,Not Completely,No,No,No,Cloudy,Dry,State Trunk Highway - MNTH,Four-Way Intersection,31 - 40 MPH,No,2025-08-30 09:25:00,MN State Patrol District 2600 - St Cloud,0,45.310118700000004,-93.789081570000008,MNTH 25,25602836,"August 30, 2025",09:25:00 AM,Saturday,"No, Did not Leave Scene","2024 RAM TRUCKS 1500, 2015 VOLKSWAGEN JETTA","Pickup, Passenger Car",9:00 AM - 9:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-95.40295601 47.1478747),2,2,0,0,0,Motorist Only,FOREST,BECKER,West Central,56575,White Earth,Suspected Minor Injury,Unknown,Unknown,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 14:30:00,MN State Patrol District 2900 - Detroit Lakes,1,47.1478747,-95.40295601,PLEASANT AVE AVE,25901670,"August 30, 2025",02:30:00 PM,Saturday,"No, Did not Leave Scene","2008 YAMAHA XV1700, 2015 HARLEY DAVIDSON XL883","Motorcycle, Motorcycle",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.24731827 45.07197498),3,2,0,0,0,Motorist Only,FRIDLEY,ANOKA,Metro,55432,Not on Tribal Land,Possible Injury,No,Yes,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,Four-Way Intersection,41 - 55 MPH,No,2025-08-30 11:00:00,MN State Patrol District 2500 - Golden Valley,2,45.07197498,-93.24731827,SB MNTH 65 @ MEDTRONIC PKWY,25510838,"August 30, 2025",11:00:00 AM,Saturday,"No, Did not Leave Scene","1987 GRUMMAN-OLSEN LLV, 2008 CHRYSLER TOWN & COUNTRY","Cargo Van 10,000lbs or Less (No Seats Installed Behind Driver), Passenger Van (Seats Installed Behind Driver)",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.16609561 45.01036437),3,3,0,0,0,Motorist Only,ROSEVILLE,RAMSEY,Metro,55113,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-30 19:02:00,MN State Patrol District 2500 - Golden Valley,0,45.01036437,-93.16609561,WB MNTH 36 AT SNELLING AVE,25510849,"August 30, 2025",07:02:00 PM,Saturday,"No, Did not Leave Scene","2013 KIA MOTORS SPORTAGE, 2016 CHEVROLET MALIBU, 2017 TOYOTA CAMRY","Sport Utility Vehicle, Passenger Car, Passenger Car",7:00 PM - 7:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.1908413 45.55327426),3,3,0,0,0,Motorist Only,SAINT CLOUD,STEARNS,East Central,56303,Not on Tribal Land,No Apparent Injury,Unknown,Yes,Unknown,No,No,Clear,Dry,State Trunk Highway - MNTH,"Not at Intersection, Interchange or Junction",31 - 40 MPH,No,2025-08-30 11:32:00,St Cloud Police Dept,0,45.55327426,-94.1908413,DIVISION ST,25033893,"August 30, 2025",11:32:00 AM,Saturday,"No, Did not Leave Scene","2014 HYUNDAI SONATA, 2022 TOYOTA HIGHLANDER, 2017 HYUNDAI TUCSON","Passenger Car, Passenger Car, Passenger Car",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.22648287 48.10415),2,1,0,1,0,Motorist Only,UNORGANIZED TERRITORY OF EAST KOOCHICHING,KOOCHICHING,Northeast,55771,Bois Forte,Suspected Serious Injury,No,Unknown,No,No,No,Clear,Dry,State Trunk Highway - MNTH,T Intersection,56 - 70 MPH,No,2025-08-30 13:31:00,MN State Patrol District 3100 - Virginia,2,48.10415,-93.22648287,HWY 65,25310819,"August 30, 2025",01:31:00 PM,Saturday,"No, Did not Leave Scene",2010 HARLEY DAVIDSON FLHTCU,Motorcycle,1:00 PM - 1:59 PM,Collision w/ Fixed Object,Ditch
POINT(-95.91805127 46.81860498),1,1,0,0,0,Motorist Only,DETROIT,BECKER,West Central,56501,Not on Tribal Land,No Apparent Injury,No,Unknown,No,No,No,Clear,Dry,Township Road,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 16:50:00,Becker County Sheriff,0,46.81860498,-95.91805127,MITCHELL HILL RD,25001539,"August 30, 2025",04:50:00 PM,Saturday,"No, Did not Leave Scene",2012 GMC ACADIA,Passenger Car,4:00 PM - 4:59 PM,Collision w/ Fixed Object,Standing Tree/Shrubbery
POINT(-94.57734495 45.41272026),1,1,0,1,0,Motorist Only,MUNSON,STEARNS,East Central,56368,Not on Tribal Land,Suspected Serious Injury,Unknown,Unknown,No,Yes,No,Clear,Dry,Township Road,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 23:05:00,Stearns County Sheriff,1,45.41272026,-94.57734495,EDGETON RD,25021021,"August 30, 2025",11:05:00 PM,Saturday,"No, Did not Leave Scene",2017 POLARIS SPORTSMAN,ATV (Class I),11:00 PM - 11:59 PM,Non-Collision,Overturn/Rollover
POINT(-96.28061461 48.34303409),2,2,0,0,0,Motorist Only,NEW FOLDEN,MARSHALL,Northwest,56738,Not on Tribal Land,No Apparent Injury,No,Unknown,No,No,No,Clear,Mud/Dirt/Gravel,Township Road,Intersection Related,41 - 55 MPH,No,2025-08-30 09:00:00,Marshall County Sheriff,0,48.34303409,-96.280614610000015,110TH AVE NW,25000171,"August 30, 2025",09:00:00 AM,Saturday,"No, Did not Leave Scene","2006 CHEVROLET SILVERADO, 2014 GMC SIERRA","Pickup, Pickup",9:00 AM - 9:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-94.60440995 46.24952815),2,2,0,0,0,Motorist Only,SCANDIA VALLEY,MORRISON,East Central,56466,Not on Tribal Land,Possible Injury,Yes,Yes,No,Yes,No,Clear,Dry,Township Road,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 17:47:00,Morrison County Sheriff,1,46.24952815,-94.60440995,LAKE SHORE DR,25007270,"August 30, 2025",05:47:00 PM,Saturday,"No, Did not Leave Scene","2014 FORD F150, 2005 VOLKSWAGEN NEW BEETLE","Pickup, Passenger Car",5:00 PM - 5:59 PM,Did Not Describe,Other - Non-Motorist
POINT(-93.38086552 45.2048175),4,3,0,0,0,Motorist Only,ANOKA,ANOKA,Metro,55303,Not on Tribal Land,Possible Injury,No,Yes,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,Interchange on Ramp,56 - 70 MPH,No,2025-08-30 14:47:00,Anoka Police Dept,1,45.204817500000004,-93.380865520000015,USTH 10,25192539,"August 30, 2025",02:47:00 PM,Saturday,"No, Did not Leave Scene","2010 CHRYSLER 300, 2004 BUICK LESABRE, 2017 ACURA MDX","Passenger Car, Passenger Car, Passenger Car",2:00 PM - 2:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.90220642 45.40884528),2,2,0,0,0,Motorist Only,BECKER,SHERBURNE,East Central,55308,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,Four-Way Intersection,56 - 70 MPH,No,2025-08-30 12:20:00,MN State Patrol District 2600 - St Cloud,0,45.40884528,-93.90220642,USTH 10,25602839,"August 30, 2025",12:20:00 PM,Saturday,"No, Did not Leave Scene","2019 NISSAN KICKS, 2019 HONDA CR-V","Passenger Car, Sport Utility Vehicle",12:00 PM - 12:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.39134216 45.16615385),2,2,0,0,0,Motorist Only,CHAMPLIN,HENNEPIN,Metro,55316,Not on Tribal Land,Possible Injury,No,Yes,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 21:45:00,MN State Patrol District 2000 - Other,1,45.16615385,-93.39134216,USTH 169,25510856,"August 30, 2025",09:45:00 PM,Saturday,"No, Did not Leave Scene","2000 TOYOTA CAMRY, 2022 GMC TERRAIN","Passenger Car, Sport Utility Vehicle",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.39134753 45.16638079),2,2,0,0,0,Motorist Only,CHAMPLIN,HENNEPIN,Metro,55316,Not on Tribal Land,Suspected Minor Injury,Yes,Yes,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,Four-Way Intersection,41 - 55 MPH,No,2025-08-30 21:45:00,MN State Patrol District 2000 - Other,2,45.166380790000005,-93.391347530000019,USTH 169,25510859,"August 30, 2025",09:45:00 PM,Saturday,"No, Did not Leave Scene","2021 BMW X5, 2003 CHEVROLET CORVETTE","Passenger Car, Passenger Car",9:00 PM - 9:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.47652912 45.23576427),1,1,0,0,0,Motorist Only,RAMSEY,ANOKA,Metro,55303,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Cloudy,Dry,U.S. Trunk Highway - USTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,Yes,2025-08-30 08:06:00,MN State Patrol District 2500 - Golden Valley,0,45.235764270000004,-93.476529120000009,EB USTH 10 @ ARMSTRONG BLVD,25510836,"August 30, 2025",08:06:00 AM,Saturday,"No, Did not Leave Scene",2015 CHEVROLET TAHOE,Sport Utility Vehicle,8:00 AM - 8:59 AM,Collision w/ Non-Fixed Object,"Struck by Falling, Shifting Cargo or Anything Set in Motion by Motor Vehicle"
POINT(-93.64535809 46.10894553),3,2,0,0,0,Motorist Only,SOUTH HARBOR,MILLE LACS,East Central,56359,Mille Lacs,Suspected Minor Injury,No,Yes,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,Four-Way Intersection,41 - 55 MPH,No,2025-08-30 11:54:00,MN State Patrol District 2800 - Brainerd,3,46.108945530000007,-93.64535809,USTH 169,25801329,"August 30, 2025",11:54:00 AM,Saturday,"No, Did not Leave Scene","2020 TOYOTA CAMRY, 2025 HONDA CR-V","Passenger Car, Sport Utility Vehicle",11:00 AM - 11:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.58431101 45.44359525),5,3,0,1,0,Motorist Only,ZIMMERMAN,SHERBURNE,East Central,55398,Not on Tribal Land,Suspected Serious Injury,No,Not Completely,No,No,No,Clear,Dry,U.S. Trunk Highway - USTH,Four-Way Intersection,56 - 70 MPH,No,2025-08-30 10:20:00,MN State Patrol District 2600 - St Cloud,2,45.443595250000008,-93.58431101,USTH 169,25602837,"August 30, 2025",10:20:00 AM,Saturday,"No, Did not Leave Scene","2024 TOYOTA COROLLA CROSS, 2000 HARLEY DAVIDSON FLHTCUI, 2014 HARLEY DAVIDSON FLSTC","Passenger Car, Motorcycle, Motorcycle",10:00 AM - 10:59 AM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-92.81957935 46.33464226),2,1,0,0,0,Motorist Only,STURGEON LAKE,PINE,Northeast,55795,Not on Tribal Land,Possible Injury,Yes,Unknown,Unknown,No,No,Clear,Sand,No Input,"Not at Intersection, Interchange or Junction",,No,2025-08-30 18:11:00,Pine County Sheriff,1,46.33464226,-92.81957935,-- NOT ON ROADWAY --,25002355,"August 30, 2025",06:11:00 PM,Saturday,"No, Did not Leave Scene",2018 CAN-AM OUTLANDER,ATV (Class I),6:00 PM - 6:59 PM,Collision w/ Fixed Object,Standing Tree/Shrubbery
POINT(-93.27448368 44.93334705),3,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55409,Not on Tribal Land,No Apparent Injury,Unknown,Not Completely,Unknown,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 16:49:00,MN State Patrol District 2500 - Golden Valley,0,44.93334705,-93.27448368,35,25510847,"August 30, 2025",04:49:00 PM,Saturday,"No, Did not Leave Scene","2024 HONDA CR-V, 2016 TOYOTA HIGHLANDER","Passenger Car, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.27319622 44.95186129),2,2,0,0,0,Motorist Only,MINNEAPOLIS,HENNEPIN,Metro,55408,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,Entrance/Exit Ramp,41 - 55 MPH,No,2025-08-30 13:28:00,MN State Patrol District 2500 - Golden Valley,0,44.951861290000004,-93.27319622,35W NB RAMP TO 28TH,25510840,"August 30, 2025",01:28:00 PM,Saturday,"No, Did not Leave Scene","2013 SUBARU OUTBACK, 2017 JEEP (POST 1988) GRAND CHEROKEE","Passenger Car, Sport Utility Vehicle",1:00 PM - 1:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.26545 44.86208981),13,5,0,0,0,Motorist Only,RICHFIELD,HENNEPIN,Metro,55423,Not on Tribal Land,Possible Injury,No,Not Completely,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-30 16:48:00,MN State Patrol District 2400 - Oakdale,1,44.86208981,-93.26545,EB494 / 12TH AVE S,25407316,"August 30, 2025",04:48:00 PM,Saturday,"No, Did not Leave Scene","2024 HYUNDAI PALISADE, 2017 TOYOTA TUNDRA, 2004 CHEVROLET SILVERADO, 2016 DODGE JOURNEY, 2015 HYUNDAI SONATA","Sport Utility Vehicle, Pickup, Pickup, Sport Utility Vehicle, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.26198459 44.86211262),4,2,0,0,0,Motorist Only,RICHFIELD,HENNEPIN,Metro,55423,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,Yes,2025-08-30 16:48:00,MN State Patrol District 2400 - Oakdale,0,44.86211262,-93.26198459,EB ISTH 494 AT 12TH AVE S,25407315,"August 30, 2025",04:48:00 PM,Saturday,"No, Did not Leave Scene","2003 TOYOTA TUNDRA, 2013 FORD FOCUS","Pickup, Passenger Car",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.03188324 44.95192204),2,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55106,Not on Tribal Land,No Apparent Injury,No,Yes,Unknown,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 23:27:00,MN State Patrol District 2400 - Oakdale,0,44.95192204,-93.03188324,ISTH 94,25407329,"August 30, 2025",11:27:00 PM,Saturday,"No, Did not Leave Scene","2009 JEEP (POST 1988) GRAND CHEROKEE, 2015 CHRYSLER 200","Sport Utility Vehicle, Passenger Car",11:00 PM - 11:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.09419632 44.95325835),2,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55101,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,Interchange Other Areas,41 - 55 MPH,No,2025-08-30 15:25:00,MN State Patrol District 2400 - Oakdale,0,44.953258350000006,-93.09419632,ISTH 94,25407310,"August 30, 2025",03:25:00 PM,Saturday,"No, Did not Leave Scene","2010 HONDA ODYSSEY, 2004 MERCURY SABLE","Sport Utility Vehicle, Passenger Car",3:00 PM - 3:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.07866097 44.95465538),2,2,0,0,0,Motorist Only,SAINT PAUL,RAMSEY,Metro,55101,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",41 - 55 MPH,No,2025-08-30 18:30:00,MN State Patrol District 2400 - Oakdale,0,44.95465538,-93.07866097,ISTH 94,25407319,"August 30, 2025",06:30:00 PM,Saturday,"No, Did not Leave Scene","2011 NISSAN ALTIMA, 2012 FORD FUSION","Passenger Car, Passenger Car",6:00 PM - 6:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
POINT(-93.25491428 44.00568779),2,2,0,0,0,Motorist Only,SOMERSET,STEELE,Southeast,55060,Not on Tribal Land,No Apparent Injury,No,Yes,No,No,No,Clear,Dry,Interstate Trunk Highway - ISTH,"Not at Intersection, Interchange or Junction",56 - 70 MPH,No,2025-08-30 16:07:00,MN State Patrol District 2100 - Rochester,0,44.00568779,-93.25491428,I-35,25103417,"August 30, 2025",04:07:00 PM,Saturday,"No, Did not Leave Scene","2019 CHEVROLET MALIBU, 2019 LEXUS LEXUS","Passenger Car, Sport Utility Vehicle",4:00 PM - 4:59 PM,Collision w/ Non-Fixed Object,Motor Vehicle in Transport
